| time  |reset|ARegister|DRegister|PC[]|RAM64[16]|RAM64[17]|RAM64[18]|RAM64[19]|
| 1222  |  0  |       4 |      87 |   4|      88 |    3828 |     100 |       0 |
| 1223  |  0  |      16 |      87 |   5|      88 |    3828 |     100 |       0 |
| 1224  |  0  |      16 |      88 |   6|      88 |    3828 |     100 |       0 |
| 1225  |  0  |      18 |      88 |   7|      88 |    3828 |     100 |       0 |
| 1226  |  0  |      18 |     -12 |   8|      88 |    3828 |     100 |       0 |
| 1227  |  0  |      18 |     -12 |   9|      88 |    3828 |     100 |       0 |
| 1228  |  0  |      18 |     -12 |  10|      88 |    3828 |     100 |       0 |
| 1229  |  0  |      16 |     -12 |  11|      88 |    3828 |     100 |       0 |
| 1230  |  0  |      16 |      88 |  12|      88 |    3828 |     100 |       0 |
| 1231  |  0  |      17 |      88 |  13|      88 |    3828 |     100 |       0 |
| 1232  |  0  |      17 |      88 |  14|      88 |    3916 |     100 |       0 |
| 1233  |  0  |      16 |      88 |  15|      88 |    3916 |     100 |       0 |
| 1234  |  0  |      16 |      88 |  16|      89 |    3916 |     100 |       0 |
| 1235  |  0  |       4 |      88 |  17|      89 |    3916 |     100 |       0 |
| 1236  |  0  |       4 |      88 |   4|      89 |    3916 |     100 |       0 |
| 1237  |  0  |      16 |      88 |   5|      89 |    3916 |     100 |       0 |
| 1238  |  0  |      16 |      89 |   6|      89 |    3916 |     100 |       0 |
| 1239  |  0  |      18 |      89 |   7|      89 |    3916 |     100 |       0 |
| 1240  |  0  |      18 |     -11 |   8|      89 |    3916 |     100 |       0 |
| 1241  |  0  |      18 |     -11 |   9|      89 |    3916 |     100 |       0 |
| 1242  |  0  |      18 |     -11 |  10|      89 |    3916 |     100 |       0 |
| 1243  |  0  |      16 |     -11 |  11|      89 |    3916 |     100 |       0 |
| 1244  |  0  |      16 |      89 |  12|      89 |    3916 |     100 |       0 |
| 1245  |  0  |      17 |      89 |  13|      89 |    3916 |     100 |       0 |
| 1246  |  0  |      17 |      89 |  14|      89 |    4005 |     100 |       0 |
| 1247  |  0  |      16 |      89 |  15|      89 |    4005 |     100 |       0 |
| 1248  |  0  |      16 |      89 |  16|      90 |    4005 |     100 |       0 |
| 1249  |  0  |       4 |      89 |  17|      90 |    4005 |     100 |       0 |
| 1250  |  0  |       4 |      89 |   4|      90 |    4005 |     100 |       0 |
| 1251  |  0  |      16 |      89 |   5|      90 |    4005 |     100 |       0 |
| 1252  |  0  |      16 |      90 |   6|      90 |    4005 |     100 |       0 |
| 1253  |  0  |      18 |      90 |   7|      90 |    4005 |     100 |       0 |
| 1254  |  0  |      18 |     -10 |   8|      90 |    4005 |     100 |       0 |
| 1255  |  0  |      18 |     -10 |   9|      90 |    4005 |     100 |       0 |
| 1256  |  0  |      18 |     -10 |  10|      90 |    4005 |     100 |       0 |
| 1257  |  0  |      16 |     -10 |  11|      90 |    4005 |     100 |       0 |
| 1258  |  0  |      16 |      90 |  12|      90 |    4005 |     100 |       0 |
| 1259  |  0  |      17 |      90 |  13|      90 |    4005 |     100 |       0 |
| 1260  |  0  |      17 |      90 |  14|      90 |    4095 |     100 |       0 |
| 1261  |  0  |      16 |      90 |  15|      90 |    4095 |     100 |       0 |
| 1262  |  0  |      16 |      90 |  16|      91 |    4095 |     100 |       0 |
| 1263  |  0  |       4 |      90 |  17|      91 |    4095 |     100 |       0 |
| 1264  |  0  |       4 |      90 |   4|      91 |    4095 |     100 |       0 |
| 1265  |  0  |      16 |      90 |   5|      91 |    4095 |     100 |       0 |
| 1266  |  0  |      16 |      91 |   6|      91 |    4095 |     100 |       0 |
| 1267  |  0  |      18 |      91 |   7|      91 |    4095 |     100 |       0 |
| 1268  |  0  |      18 |      -9 |   8|      91 |    4095 |     100 |       0 |
| 1269  |  0  |      18 |      -9 |   9|      91 |    4095 |     100 |       0 |
| 1270  |  0  |      18 |      -9 |  10|      91 |    4095 |     100 |       0 |
| 1271  |  0  |      16 |      -9 |  11|      91 |    4095 |     100 |       0 |
| 1272  |  0  |      16 |      91 |  12|      91 |    4095 |     100 |       0 |
| 1273  |  0  |      17 |      91 |  13|      91 |    4095 |     100 |       0 |
| 1274  |  0  |      17 |      91 |  14|      91 |    4186 |     100 |       0 |
| 1275  |  0  |      16 |      91 |  15|      91 |    4186 |     100 |       0 |
| 1276  |  0  |      16 |      91 |  16|      92 |    4186 |     100 |       0 |
| 1277  |  0  |       4 |      91 |  17|      92 |    4186 |     100 |       0 |
| 1278  |  0  |       4 |      91 |   4|      92 |    4186 |     100 |       0 |
| 1279  |  0  |      16 |      91 |   5|      92 |    4186 |     100 |       0 |
| 1280  |  0  |      16 |      92 |   6|      92 |    4186 |     100 |       0 |
| 1281  |  0  |      18 |      92 |   7|      92 |    4186 |     100 |       0 |
| 1282  |  0  |      18 |      -8 |   8|      92 |    4186 |     100 |       0 |
| 1283  |  0  |      18 |      -8 |   9|      92 |    4186 |     100 |       0 |
| 1284  |  0  |      18 |      -8 |  10|      92 |    4186 |     100 |       0 |
| 1285  |  0  |      16 |      -8 |  11|      92 |    4186 |     100 |       0 |
| 1286  |  0  |      16 |      92 |  12|      92 |    4186 |     100 |       0 |
| 1287  |  0  |      17 |      92 |  13|      92 |    4186 |     100 |       0 |
| 1288  |  0  |      17 |      92 |  14|      92 |    4278 |     100 |       0 |
| 1289  |  0  |      16 |      92 |  15|      92 |    4278 |     100 |       0 |
| 1290  |  0  |      16 |      92 |  16|      93 |    4278 |     100 |       0 |
| 1291  |  0  |       4 |      92 |  17|      93 |    4278 |     100 |       0 |
| 1292  |  0  |       4 |      92 |   4|      93 |    4278 |     100 |       0 |
| 1293  |  0  |      16 |      92 |   5|      93 |    4278 |     100 |       0 |
| 1294  |  0  |      16 |      93 |   6|      93 |    4278 |     100 |       0 |
| 1295  |  0  |      18 |      93 |   7|      93 |    4278 |     100 |       0 |
| 1296  |  0  |      18 |      -7 |   8|      93 |    4278 |     100 |       0 |
| 1297  |  0  |      18 |      -7 |   9|      93 |    4278 |     100 |       0 |
| 1298  |  0  |      18 |      -7 |  10|      93 |    4278 |     100 |       0 |
| 1299  |  0  |      16 |      -7 |  11|      93 |    4278 |     100 |       0 |
| 1300  |  0  |      16 |      93 |  12|      93 |    4278 |     100 |       0 |
| 1301  |  0  |      17 |      93 |  13|      93 |    4278 |     100 |       0 |
| 1302  |  0  |      17 |      93 |  14|      93 |    4371 |     100 |       0 |
| 1303  |  0  |      16 |      93 |  15|      93 |    4371 |     100 |       0 |
| 1304  |  0  |      16 |      93 |  16|      94 |    4371 |     100 |       0 |
| 1305  |  0  |       4 |      93 |  17|      94 |    4371 |     100 |       0 |
| 1306  |  0  |       4 |      93 |   4|      94 |    4371 |     100 |       0 |
| 1307  |  0  |      16 |      93 |   5|      94 |    4371 |     100 |       0 |
| 1308  |  0  |      16 |      94 |   6|      94 |    4371 |     100 |       0 |
| 1309  |  0  |      18 |      94 |   7|      94 |    4371 |     100 |       0 |
| 1310  |  0  |      18 |      -6 |   8|      94 |    4371 |     100 |       0 |
| 1311  |  0  |      18 |      -6 |   9|      94 |    4371 |     100 |       0 |
| 1312  |  0  |      18 |      -6 |  10|      94 |    4371 |     100 |       0 |
| 1313  |  0  |      16 |      -6 |  11|      94 |    4371 |     100 |       0 |
| 1314  |  0  |      16 |      94 |  12|      94 |    4371 |     100 |       0 |
| 1315  |  0  |      17 |      94 |  13|      94 |    4371 |     100 |       0 |
| 1316  |  0  |      17 |      94 |  14|      94 |    4465 |     100 |       0 |
| 1317  |  0  |      16 |      94 |  15|      94 |    4465 |     100 |       0 |
| 1318  |  0  |      16 |      94 |  16|      95 |    4465 |     100 |       0 |
| 1319  |  0  |       4 |      94 |  17|      95 |    4465 |     100 |       0 |
| 1320  |  0  |       4 |      94 |   4|      95 |    4465 |     100 |       0 |
| 1321  |  0  |      16 |      94 |   5|      95 |    4465 |     100 |       0 |
| 1322  |  0  |      16 |      95 |   6|      95 |    4465 |     100 |       0 |
| 1323  |  0  |      18 |      95 |   7|      95 |    4465 |     100 |       0 |
| 1324  |  0  |      18 |      -5 |   8|      95 |    4465 |     100 |       0 |
| 1325  |  0  |      18 |      -5 |   9|      95 |    4465 |     100 |       0 |
| 1326  |  0  |      18 |      -5 |  10|      95 |    4465 |     100 |       0 |
| 1327  |  0  |      16 |      -5 |  11|      95 |    4465 |     100 |       0 |
| 1328  |  0  |      16 |      95 |  12|      95 |    4465 |     100 |       0 |
| 1329  |  0  |      17 |      95 |  13|      95 |    4465 |     100 |       0 |
| 1330  |  0  |      17 |      95 |  14|      95 |    4560 |     100 |       0 |
| 1331  |  0  |      16 |      95 |  15|      95 |    4560 |     100 |       0 |
| 1332  |  0  |      16 |      95 |  16|      96 |    4560 |     100 |       0 |
| 1333  |  0  |       4 |      95 |  17|      96 |    4560 |     100 |       0 |
| 1334  |  0  |       4 |      95 |   4|      96 |    4560 |     100 |       0 |
| 1335  |  0  |      16 |      95 |   5|      96 |    4560 |     100 |       0 |
| 1336  |  0  |      16 |      96 |   6|      96 |    4560 |     100 |       0 |
| 1337  |  0  |      18 |      96 |   7|      96 |    4560 |     100 |       0 |
| 1338  |  0  |      18 |      -4 |   8|      96 |    4560 |     100 |       0 |
| 1339  |  0  |      18 |      -4 |   9|      96 |    4560 |     100 |       0 |
| 1340  |  0  |      18 |      -4 |  10|      96 |    4560 |     100 |       0 |
| 1341  |  0  |      16 |      -4 |  11|      96 |    4560 |     100 |       0 |
| 1342  |  0  |      16 |      96 |  12|      96 |    4560 |     100 |       0 |
| 1343  |  0  |      17 |      96 |  13|      96 |    4560 |     100 |       0 |
| 1344  |  0  |      17 |      96 |  14|      96 |    4656 |     100 |       0 |
| 1345  |  0  |      16 |      96 |  15|      96 |    4656 |     100 |       0 |
| 1346  |  0  |      16 |      96 |  16|      97 |    4656 |     100 |       0 |
| 1347  |  0  |       4 |      96 |  17|      97 |    4656 |     100 |       0 |
| 1348  |  0  |       4 |      96 |   4|      97 |    4656 |     100 |       0 |
| 1349  |  0  |      16 |      96 |   5|      97 |    4656 |     100 |       0 |
| 1350  |  0  |      16 |      97 |   6|      97 |    4656 |     100 |       0 |
| 1351  |  0  |      18 |      97 |   7|      97 |    4656 |     100 |       0 |
| 1352  |  0  |      18 |      -3 |   8|      97 |    4656 |     100 |       0 |
| 1353  |  0  |      18 |      -3 |   9|      97 |    4656 |     100 |       0 |
| 1354  |  0  |      18 |      -3 |  10|      97 |    4656 |     100 |       0 |
| 1355  |  0  |      16 |      -3 |  11|      97 |    4656 |     100 |       0 |
| 1356  |  0  |      16 |      97 |  12|      97 |    4656 |     100 |       0 |
| 1357  |  0  |      17 |      97 |  13|      97 |    4656 |     100 |       0 |
| 1358  |  0  |      17 |      97 |  14|      97 |    4753 |     100 |       0 |
| 1359  |  0  |      16 |      97 |  15|      97 |    4753 |     100 |       0 |
| 1360  |  0  |      16 |      97 |  16|      98 |    4753 |     100 |       0 |
| 1361  |  0  |       4 |      97 |  17|      98 |    4753 |     100 |       0 |
| 1362  |  0  |       4 |      97 |   4|      98 |    4753 |     100 |       0 |
| 1363  |  0  |      16 |      97 |   5|      98 |    4753 |     100 |       0 |
| 1364  |  0  |      16 |      98 |   6|      98 |    4753 |     100 |       0 |
| 1365  |  0  |      18 |      98 |   7|      98 |    4753 |     100 |       0 |
| 1366  |  0  |      18 |      -2 |   8|      98 |    4753 |     100 |       0 |
| 1367  |  0  |      18 |      -2 |   9|      98 |    4753 |     100 |       0 |
| 1368  |  0  |      18 |      -2 |  10|      98 |    4753 |     100 |       0 |
| 1369  |  0  |      16 |      -2 |  11|      98 |    4753 |     100 |       0 |
| 1370  |  0  |      16 |      98 |  12|      98 |    4753 |     100 |       0 |
| 1371  |  0  |      17 |      98 |  13|      98 |    4753 |     100 |       0 |
| 1372  |  0  |      17 |      98 |  14|      98 |    4851 |     100 |       0 |
| 1373  |  0  |      16 |      98 |  15|      98 |    4851 |     100 |       0 |
| 1374  |  0  |      16 |      98 |  16|      99 |    4851 |     100 |       0 |
| 1375  |  0  |       4 |      98 |  17|      99 |    4851 |     100 |       0 |
| 1376  |  0  |       4 |      98 |   4|      99 |    4851 |     100 |       0 |
| 1377  |  0  |      16 |      98 |   5|      99 |    4851 |     100 |       0 |
| 1378  |  0  |      16 |      99 |   6|      99 |    4851 |     100 |       0 |
| 1379  |  0  |      18 |      99 |   7|      99 |    4851 |     100 |       0 |
| 1380  |  0  |      18 |      -1 |   8|      99 |    4851 |     100 |       0 |
| 1381  |  0  |      18 |      -1 |   9|      99 |    4851 |     100 |       0 |
| 1382  |  0  |      18 |      -1 |  10|      99 |    4851 |     100 |       0 |
| 1383  |  0  |      16 |      -1 |  11|      99 |    4851 |     100 |       0 |
| 1384  |  0  |      16 |      99 |  12|      99 |    4851 |     100 |       0 |
| 1385  |  0  |      17 |      99 |  13|      99 |    4851 |     100 |       0 |
| 1386  |  0  |      17 |      99 |  14|      99 |    4950 |     100 |       0 |
| 1387  |  0  |      16 |      99 |  15|      99 |    4950 |     100 |       0 |
| 1388  |  0  |      16 |      99 |  16|     100 |    4950 |     100 |       0 |
| 1389  |  0  |       4 |      99 |  17|     100 |    4950 |     100 |       0 |
| 1390  |  0  |       4 |      99 |   4|     100 |    4950 |     100 |       0 |
| 1391  |  0  |      16 |      99 |   5|     100 |    4950 |     100 |       0 |
| 1392  |  0  |      16 |     100 |   6|     100 |    4950 |     100 |       0 |
| 1393  |  0  |      18 |     100 |   7|     100 |    4950 |     100 |       0 |
| 1394  |  0  |      18 |       0 |   8|     100 |    4950 |     100 |       0 |
| 1395  |  0  |      18 |       0 |   9|     100 |    4950 |     100 |       0 |
| 1396  |  0  |      18 |       0 |  18|     100 |    4950 |     100 |       0 |
| 1397  |  0  |      17 |       0 |  19|     100 |    4950 |     100 |       0 |
| 1398  |  0  |      17 |    4950 |  20|     100 |    4950 |     100 |       0 |
| 1399  |  0  |      19 |    4950 |  21|     100 |    4950 |     100 |       0 |
| 1400  |  0  |      19 |    4950 |  22|     100 |    4950 |     100 |    4950 |
